id,fiscal_service_id,document_code,document_name,is_mandatory,applies_to,file_types,max_size_mb,validity_months,display_order,created_at
RD-01365,T-431,T-431-DOC-1365,Documento 1365,True,both,"{pdf,jpg,png}",10,24,1365,2025-09-29T11:00:28.893598Z
RD-01366,T-432,T-432-DOC-1366,- Material publicitario full color,True,both,"{pdf,jpg,png}",10,24,1366,2025-09-29T11:00:28.893598Z
RD-01367,T-432,T-432-DOC-1367,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1367,2025-09-29T11:00:28.893598Z
RD-01368,T-432,T-432-DOC-1368,- Prueba de color calibrada,True,both,"{pdf,jpg,png}",10,24,1368,2025-09-29T11:00:28.893598Z
RD-01369,T-432,T-432-DOC-1369,- Especificaciones de cuarto de página,True,both,"{pdf,jpg,png}",10,24,1369,2025-09-29T11:00:28.893598Z
RD-01370,T-432,T-432-DOC-1370,- Autorización del anunciante,True,both,"{pdf,jpg,png}",10,24,1370,2025-09-29T11:00:28.893598Z
RD-01371,T-432,T-432-DOC-1371,Documento 1371,True,both,"{pdf,jpg,png}",10,24,1371,2025-09-29T11:00:28.893598Z
RD-01372,T-432,T-432-DOC-1372,Documento 1372,True,both,"{pdf,jpg,png}",10,24,1372,2025-09-29T11:00:28.893598Z
RD-01373,T-432,T-432-DOC-1373,Documento 1373,True,both,"{pdf,jpg,png}",10,24,1373,2025-09-29T11:00:28.893598Z
RD-01374,T-432,T-432-DOC-1374,Documento 1374,True,both,"{pdf,jpg,png}",10,24,1374,2025-09-29T11:00:28.893598Z
RD-01375,T-432,T-432-DOC-1375,Documento 1375,True,both,"{pdf,jpg,png}",10,24,1375,2025-09-29T11:00:28.893598Z
RD-01376,T-432,T-432-DOC-1376,Documento 1376,True,both,"{pdf,jpg,png}",10,24,1376,2025-09-29T11:00:28.893598Z
RD-01377,T-432,T-432-DOC-1377,Documento 1377,True,both,"{pdf,jpg,png}",10,24,1377,2025-09-29T11:00:28.893598Z
RD-01378,T-432,T-432-DOC-1378,Documento 1378,True,both,"{pdf,jpg,png}",10,24,1378,2025-09-29T11:00:28.893598Z
RD-01379,T-432,T-432-DOC-1379,Documento 1379,True,both,"{pdf,jpg,png}",10,24,1379,2025-09-29T11:00:28.893598Z
RD-01380,T-432,T-432-DOC-1380,Documento 1380,True,both,"{pdf,jpg,png}",10,24,1380,2025-09-29T11:00:28.893598Z
RD-01381,T-433,T-433-DOC-1381,- Material publicitario B/N,True,both,"{pdf,jpg,png}",10,24,1381,2025-09-29T11:00:28.893598Z
RD-01382,T-433,T-433-DOC-1382,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1382,2025-09-29T11:00:28.893598Z
RD-01383,T-433,T-433-DOC-1383,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1383,2025-09-29T11:00:28.893598Z
RD-01384,T-433,T-433-DOC-1384,- Especificaciones de octavo de página,True,both,"{pdf,jpg,png}",10,24,1384,2025-09-29T11:00:28.893598Z
RD-01385,T-433,T-433-DOC-1385,- Autorización del anunciante,True,both,"{pdf,jpg,png}",10,24,1385,2025-09-29T11:00:28.893598Z
RD-01386,T-433,T-433-DOC-1386,Documento 1386,True,both,"{pdf,jpg,png}",10,24,1386,2025-09-29T11:00:28.893598Z
RD-01387,T-433,T-433-DOC-1387,Documento 1387,True,both,"{pdf,jpg,png}",10,24,1387,2025-09-29T11:00:28.893598Z
RD-01388,T-433,T-433-DOC-1388,Documento 1388,True,both,"{pdf,jpg,png}",10,24,1388,2025-09-29T11:00:28.893598Z
RD-01389,T-433,T-433-DOC-1389,Documento 1389,True,both,"{pdf,jpg,png}",10,24,1389,2025-09-29T11:00:28.893598Z
RD-01390,T-433,T-433-DOC-1390,Documento 1390,True,both,"{pdf,jpg,png}",10,24,1390,2025-09-29T11:00:28.893598Z
RD-01391,T-433,T-433-DOC-1391,Documento 1391,True,both,"{pdf,jpg,png}",10,24,1391,2025-09-29T11:00:28.893598Z
RD-01392,T-433,T-433-DOC-1392,Documento 1392,True,both,"{pdf,jpg,png}",10,24,1392,2025-09-29T11:00:28.893598Z
RD-01393,T-433,T-433-DOC-1393,Documento 1393,True,both,"{pdf,jpg,png}",10,24,1393,2025-09-29T11:00:28.893598Z
RD-01394,T-433,T-433-DOC-1394,Documento 1394,True,both,"{pdf,jpg,png}",10,24,1394,2025-09-29T11:00:28.893598Z
RD-01395,T-433,T-433-DOC-1395,Documento 1395,True,both,"{pdf,jpg,png}",10,24,1395,2025-09-29T11:00:28.893598Z
RD-01396,T-434,T-434-DOC-1396,- Material publicitario mixto,True,both,"{pdf,jpg,png}",10,24,1396,2025-09-29T11:00:28.893598Z
RD-01397,T-434,T-434-DOC-1397,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1397,2025-09-29T11:00:28.893598Z
RD-01398,T-434,T-434-DOC-1398,- Prueba de color,True,both,"{pdf,jpg,png}",10,24,1398,2025-09-29T11:00:28.893598Z
RD-01399,T-434,T-434-DOC-1399,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1399,2025-09-29T11:00:28.893598Z
RD-01400,T-434,T-434-DOC-1400,- Autorización del anunciante,True,both,"{pdf,jpg,png}",10,24,1400,2025-09-29T11:00:28.893598Z
RD-01401,T-434,T-434-DOC-1401,Documento 1401,True,both,"{pdf,jpg,png}",10,24,1401,2025-09-29T11:00:28.893598Z
RD-01402,T-434,T-434-DOC-1402,Documento 1402,True,both,"{pdf,jpg,png}",10,24,1402,2025-09-29T11:00:28.893598Z
RD-01403,T-434,T-434-DOC-1403,Documento 1403,True,both,"{pdf,jpg,png}",10,24,1403,2025-09-29T11:00:28.893598Z
RD-01404,T-434,T-434-DOC-1404,Documento 1404,True,both,"{pdf,jpg,png}",10,24,1404,2025-09-29T11:00:28.893598Z
RD-01405,T-434,T-434-DOC-1405,Documento 1405,True,both,"{pdf,jpg,png}",10,24,1405,2025-09-29T11:00:28.893598Z
RD-01406,T-434,T-434-DOC-1406,Documento 1406,True,both,"{pdf,jpg,png}",10,24,1406,2025-09-29T11:00:28.893598Z
RD-01407,T-434,T-434-DOC-1407,Documento 1407,True,both,"{pdf,jpg,png}",10,24,1407,2025-09-29T11:00:28.893598Z
RD-01408,T-434,T-434-DOC-1408,Documento 1408,True,both,"{pdf,jpg,png}",10,24,1408,2025-09-29T11:00:28.893598Z
RD-01409,T-434,T-434-DOC-1409,Documento 1409,True,both,"{pdf,jpg,png}",10,24,1409,2025-09-29T11:00:28.893598Z
RD-01410,T-434,T-434-DOC-1410,Documento 1410,True,both,"{pdf,jpg,png}",10,24,1410,2025-09-29T11:00:28.893598Z
RD-01411,T-435,T-435-DOC-1411,- Material publicitario full color,True,both,"{pdf,jpg,png}",10,24,1411,2025-09-29T11:00:28.893598Z
RD-01412,T-435,T-435-DOC-1412,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1412,2025-09-29T11:00:28.893598Z
RD-01413,T-435,T-435-DOC-1413,- Prueba de color calibrada,True,both,"{pdf,jpg,png}",10,24,1413,2025-09-29T11:00:28.893598Z
RD-01414,T-435,T-435-DOC-1414,- Especificaciones de octavo de página,True,both,"{pdf,jpg,png}",10,24,1414,2025-09-29T11:00:28.893598Z
RD-01415,T-435,T-435-DOC-1415,- Autorización del anunciante,True,both,"{pdf,jpg,png}",10,24,1415,2025-09-29T11:00:28.893598Z
RD-01416,T-435,T-435-DOC-1416,Documento 1416,True,both,"{pdf,jpg,png}",10,24,1416,2025-09-29T11:00:28.893598Z
RD-01417,T-435,T-435-DOC-1417,Documento 1417,True,both,"{pdf,jpg,png}",10,24,1417,2025-09-29T11:00:28.893598Z
RD-01418,T-435,T-435-DOC-1418,Documento 1418,True,both,"{pdf,jpg,png}",10,24,1418,2025-09-29T11:00:28.893598Z
RD-01419,T-435,T-435-DOC-1419,Documento 1419,True,both,"{pdf,jpg,png}",10,24,1419,2025-09-29T11:00:28.893598Z
RD-01420,T-435,T-435-DOC-1420,Documento 1420,True,both,"{pdf,jpg,png}",10,24,1420,2025-09-29T11:00:28.893598Z
RD-01421,T-435,T-435-DOC-1421,Documento 1421,True,both,"{pdf,jpg,png}",10,24,1421,2025-09-29T11:00:28.893598Z
RD-01422,T-435,T-435-DOC-1422,Documento 1422,True,both,"{pdf,jpg,png}",10,24,1422,2025-09-29T11:00:28.893598Z
RD-01423,T-435,T-435-DOC-1423,Documento 1423,True,both,"{pdf,jpg,png}",10,24,1423,2025-09-29T11:00:28.893598Z
RD-01424,T-435,T-435-DOC-1424,Documento 1424,True,both,"{pdf,jpg,png}",10,24,1424,2025-09-29T11:00:28.893598Z
RD-01425,T-435,T-435-DOC-1425,Documento 1425,True,both,"{pdf,jpg,png}",10,24,1425,2025-09-29T11:00:28.893598Z
RD-01426,T-436,T-436-DOC-1426,- Archivo digital de banner,True,both,"{pdf,jpg,png}",10,24,1426,2025-09-29T11:00:28.893598Z
RD-01427,T-436,T-436-DOC-1427,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1427,2025-09-29T11:00:28.893598Z
RD-01428,T-436,T-436-DOC-1428,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1428,2025-09-29T11:00:28.893598Z
RD-01429,T-436,T-436-DOC-1429,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1429,2025-09-29T11:00:28.893598Z
RD-01430,T-436,T-436-DOC-1430,- Plan de campaña,True,both,"{pdf,jpg,png}",10,24,1430,2025-09-29T11:00:28.893598Z
RD-01431,T-436,T-436-DOC-1431,Documento 1431,True,both,"{pdf,jpg,png}",10,24,1431,2025-09-29T11:00:28.893598Z
RD-01432,T-436,T-436-DOC-1432,Documento 1432,True,both,"{pdf,jpg,png}",10,24,1432,2025-09-29T11:00:28.893598Z
RD-01433,T-436,T-436-DOC-1433,Documento 1433,True,both,"{pdf,jpg,png}",10,24,1433,2025-09-29T11:00:28.893598Z
RD-01434,T-436,T-436-DOC-1434,Documento 1434,True,both,"{pdf,jpg,png}",10,24,1434,2025-09-29T11:00:28.893598Z
RD-01435,T-436,T-436-DOC-1435,Documento 1435,True,both,"{pdf,jpg,png}",10,24,1435,2025-09-29T11:00:28.893598Z
RD-01436,T-436,T-436-DOC-1436,Documento 1436,True,both,"{pdf,jpg,png}",10,24,1436,2025-09-29T11:00:28.893598Z
RD-01437,T-436,T-436-DOC-1437,Documento 1437,True,both,"{pdf,jpg,png}",10,24,1437,2025-09-29T11:00:28.893598Z
RD-01438,T-436,T-436-DOC-1438,Documento 1438,True,both,"{pdf,jpg,png}",10,24,1438,2025-09-29T11:00:28.893598Z
RD-01439,T-436,T-436-DOC-1439,Documento 1439,True,both,"{pdf,jpg,png}",10,24,1439,2025-09-29T11:00:28.893598Z
RD-01440,T-436,T-436-DOC-1440,Documento 1440,True,both,"{pdf,jpg,png}",10,24,1440,2025-09-29T11:00:28.893598Z
RD-01441,T-437,T-437-DOC-1441,- Archivo digital de banner,True,both,"{pdf,jpg,png}",10,24,1441,2025-09-29T11:00:28.893598Z
RD-01442,T-437,T-437-DOC-1442,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1442,2025-09-29T11:00:28.893598Z
RD-01443,T-437,T-437-DOC-1443,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1443,2025-09-29T11:00:28.893598Z
RD-01444,T-437,T-437-DOC-1444,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1444,2025-09-29T11:00:28.893598Z
RD-01445,T-437,T-437-DOC-1445,- Calendario de publicación,True,both,"{pdf,jpg,png}",10,24,1445,2025-09-29T11:00:28.893598Z
RD-01446,T-437,T-437-DOC-1446,Documento 1446,True,both,"{pdf,jpg,png}",10,24,1446,2025-09-29T11:00:28.893598Z
RD-01447,T-437,T-437-DOC-1447,Documento 1447,True,both,"{pdf,jpg,png}",10,24,1447,2025-09-29T11:00:28.893598Z
RD-01448,T-437,T-437-DOC-1448,Documento 1448,True,both,"{pdf,jpg,png}",10,24,1448,2025-09-29T11:00:28.893598Z
RD-01449,T-437,T-437-DOC-1449,Documento 1449,True,both,"{pdf,jpg,png}",10,24,1449,2025-09-29T11:00:28.893598Z
RD-01450,T-437,T-437-DOC-1450,Documento 1450,True,both,"{pdf,jpg,png}",10,24,1450,2025-09-29T11:00:28.893598Z
RD-01451,T-437,T-437-DOC-1451,Documento 1451,True,both,"{pdf,jpg,png}",10,24,1451,2025-09-29T11:00:28.893598Z
RD-01452,T-437,T-437-DOC-1452,Documento 1452,True,both,"{pdf,jpg,png}",10,24,1452,2025-09-29T11:00:28.893598Z
RD-01453,T-437,T-437-DOC-1453,Documento 1453,True,both,"{pdf,jpg,png}",10,24,1453,2025-09-29T11:00:28.893598Z
RD-01454,T-437,T-437-DOC-1454,Documento 1454,True,both,"{pdf,jpg,png}",10,24,1454,2025-09-29T11:00:28.893598Z
RD-01455,T-437,T-437-DOC-1455,Documento 1455,True,both,"{pdf,jpg,png}",10,24,1455,2025-09-29T11:00:28.893598Z
RD-01456,T-438,T-438-DOC-1456,- Archivo digital HD,True,both,"{pdf,jpg,png}",10,24,1456,2025-09-29T11:00:28.893598Z
RD-01457,T-438,T-438-DOC-1457,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1457,2025-09-29T11:00:28.893598Z
RD-01458,T-438,T-438-DOC-1458,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1458,2025-09-29T11:00:28.893598Z
RD-01459,T-438,T-438-DOC-1459,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1459,2025-09-29T11:00:28.893598Z
RD-01460,T-438,T-438-DOC-1460,- Plan de visualización,True,both,"{pdf,jpg,png}",10,24,1460,2025-09-29T11:00:28.893598Z
RD-01461,T-438,T-438-DOC-1461,Documento 1461,True,both,"{pdf,jpg,png}",10,24,1461,2025-09-29T11:00:28.893598Z
RD-01462,T-438,T-438-DOC-1462,Documento 1462,True,both,"{pdf,jpg,png}",10,24,1462,2025-09-29T11:00:28.893598Z
RD-01463,T-438,T-438-DOC-1463,Documento 1463,True,both,"{pdf,jpg,png}",10,24,1463,2025-09-29T11:00:28.893598Z
RD-01464,T-438,T-438-DOC-1464,Documento 1464,True,both,"{pdf,jpg,png}",10,24,1464,2025-09-29T11:00:28.893598Z
RD-01465,T-438,T-438-DOC-1465,Documento 1465,True,both,"{pdf,jpg,png}",10,24,1465,2025-09-29T11:00:28.893598Z
RD-01466,T-438,T-438-DOC-1466,Documento 1466,True,both,"{pdf,jpg,png}",10,24,1466,2025-09-29T11:00:28.893598Z
RD-01467,T-438,T-438-DOC-1467,Documento 1467,True,both,"{pdf,jpg,png}",10,24,1467,2025-09-29T11:00:28.893598Z
RD-01468,T-438,T-438-DOC-1468,Documento 1468,True,both,"{pdf,jpg,png}",10,24,1468,2025-09-29T11:00:28.893598Z
RD-01469,T-438,T-438-DOC-1469,Documento 1469,True,both,"{pdf,jpg,png}",10,24,1469,2025-09-29T11:00:28.893598Z
RD-01470,T-438,T-438-DOC-1470,Documento 1470,True,both,"{pdf,jpg,png}",10,24,1470,2025-09-29T11:00:28.893598Z
RD-01471,T-439,T-439-DOC-1471,- Archivo de video,True,both,"{pdf,jpg,png}",10,24,1471,2025-09-29T11:00:28.893598Z
RD-01472,T-439,T-439-DOC-1472,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1472,2025-09-29T11:00:28.893598Z
RD-01473,T-439,T-439-DOC-1473,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1473,2025-09-29T11:00:28.893598Z
RD-01474,T-439,T-439-DOC-1474,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1474,2025-09-29T11:00:28.893598Z
RD-01475,T-439,T-439-DOC-1475,- Derechos de autor,True,both,"{pdf,jpg,png}",10,24,1475,2025-09-29T11:00:28.893598Z
RD-01476,T-439,T-439-DOC-1476,Documento 1476,True,both,"{pdf,jpg,png}",10,24,1476,2025-09-29T11:00:28.893598Z
RD-01477,T-439,T-439-DOC-1477,Documento 1477,True,both,"{pdf,jpg,png}",10,24,1477,2025-09-29T11:00:28.893598Z
RD-01478,T-439,T-439-DOC-1478,Documento 1478,True,both,"{pdf,jpg,png}",10,24,1478,2025-09-29T11:00:28.893598Z
RD-01479,T-439,T-439-DOC-1479,Documento 1479,True,both,"{pdf,jpg,png}",10,24,1479,2025-09-29T11:00:28.893598Z
RD-01480,T-439,T-439-DOC-1480,Documento 1480,True,both,"{pdf,jpg,png}",10,24,1480,2025-09-29T11:00:28.893598Z
RD-01481,T-439,T-439-DOC-1481,Documento 1481,True,both,"{pdf,jpg,png}",10,24,1481,2025-09-29T11:00:28.893598Z
RD-01482,T-439,T-439-DOC-1482,Documento 1482,True,both,"{pdf,jpg,png}",10,24,1482,2025-09-29T11:00:28.893598Z
RD-01483,T-439,T-439-DOC-1483,Documento 1483,True,both,"{pdf,jpg,png}",10,24,1483,2025-09-29T11:00:28.893598Z
RD-01484,T-439,T-439-DOC-1484,Documento 1484,True,both,"{pdf,jpg,png}",10,24,1484,2025-09-29T11:00:28.893598Z
RD-01485,T-439,T-439-DOC-1485,Documento 1485,True,both,"{pdf,jpg,png}",10,24,1485,2025-09-29T11:00:28.893598Z
RD-01486,T-440,T-440-DOC-1486,- Archivo digital premium,True,both,"{pdf,jpg,png}",10,24,1486,2025-09-29T11:00:28.893598Z
RD-01487,T-440,T-440-DOC-1487,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1487,2025-09-29T11:00:28.893598Z
RD-01488,T-440,T-440-DOC-1488,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1488,2025-09-29T11:00:28.893598Z
RD-01489,T-440,T-440-DOC-1489,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1489,2025-09-29T11:00:28.893598Z
RD-01490,T-440,T-440-DOC-1490,- Plan de exposición,True,both,"{pdf,jpg,png}",10,24,1490,2025-09-29T11:00:28.893598Z
RD-01491,T-440,T-440-DOC-1491,Documento 1491,True,both,"{pdf,jpg,png}",10,24,1491,2025-09-29T11:00:28.893598Z
RD-01492,T-440,T-440-DOC-1492,Documento 1492,True,both,"{pdf,jpg,png}",10,24,1492,2025-09-29T11:00:28.893598Z
RD-01493,T-440,T-440-DOC-1493,Documento 1493,True,both,"{pdf,jpg,png}",10,24,1493,2025-09-29T11:00:28.893598Z
RD-01494,T-440,T-440-DOC-1494,Documento 1494,True,both,"{pdf,jpg,png}",10,24,1494,2025-09-29T11:00:28.893598Z
RD-01495,T-440,T-440-DOC-1495,Documento 1495,True,both,"{pdf,jpg,png}",10,24,1495,2025-09-29T11:00:28.893598Z
RD-01496,T-440,T-440-DOC-1496,Documento 1496,True,both,"{pdf,jpg,png}",10,24,1496,2025-09-29T11:00:28.893598Z
RD-01497,T-440,T-440-DOC-1497,Documento 1497,True,both,"{pdf,jpg,png}",10,24,1497,2025-09-29T11:00:28.893598Z
RD-01498,T-440,T-440-DOC-1498,Documento 1498,True,both,"{pdf,jpg,png}",10,24,1498,2025-09-29T11:00:28.893598Z
RD-01499,T-440,T-440-DOC-1499,Documento 1499,True,both,"{pdf,jpg,png}",10,24,1499,2025-09-29T11:00:28.893598Z
RD-01500,T-440,T-440-DOC-1500,Documento 1500,True,both,"{pdf,jpg,png}",10,24,1500,2025-09-29T11:00:28.893598Z
RD-01501,T-441,T-441-DOC-1501,- Archivo digital optimizado,True,both,"{pdf,jpg,png}",10,24,1501,2025-09-29T11:00:28.893598Z
RD-01502,T-441,T-441-DOC-1502,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1502,2025-09-29T11:00:28.893598Z
RD-01503,T-441,T-441-DOC-1503,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1503,2025-09-29T11:00:28.893598Z
RD-01504,T-441,T-441-DOC-1504,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1504,2025-09-29T11:00:28.893598Z
RD-01505,T-441,T-441-DOC-1505,- Plan de visibilidad,True,both,"{pdf,jpg,png}",10,24,1505,2025-09-29T11:00:28.893598Z
RD-01506,T-441,T-441-DOC-1506,Documento 1506,True,both,"{pdf,jpg,png}",10,24,1506,2025-09-29T11:00:28.893598Z
RD-01507,T-441,T-441-DOC-1507,Documento 1507,True,both,"{pdf,jpg,png}",10,24,1507,2025-09-29T11:00:28.893598Z
RD-01508,T-441,T-441-DOC-1508,Documento 1508,True,both,"{pdf,jpg,png}",10,24,1508,2025-09-29T11:00:28.893598Z
RD-01509,T-441,T-441-DOC-1509,Documento 1509,True,both,"{pdf,jpg,png}",10,24,1509,2025-09-29T11:00:28.893598Z
RD-01510,T-441,T-441-DOC-1510,Documento 1510,True,both,"{pdf,jpg,png}",10,24,1510,2025-09-29T11:00:28.893598Z
RD-01511,T-441,T-441-DOC-1511,Documento 1511,True,both,"{pdf,jpg,png}",10,24,1511,2025-09-29T11:00:28.893598Z
RD-01512,T-441,T-441-DOC-1512,Documento 1512,True,both,"{pdf,jpg,png}",10,24,1512,2025-09-29T11:00:28.893598Z
RD-01513,T-441,T-441-DOC-1513,Documento 1513,True,both,"{pdf,jpg,png}",10,24,1513,2025-09-29T11:00:28.893598Z
RD-01514,T-441,T-441-DOC-1514,Documento 1514,True,both,"{pdf,jpg,png}",10,24,1514,2025-09-29T11:00:28.893598Z
RD-01515,T-441,T-441-DOC-1515,Documento 1515,True,both,"{pdf,jpg,png}",10,24,1515,2025-09-29T11:00:28.893598Z
RD-01516,T-442,T-442-DOC-1516,- Archivo digital de alta resolución,True,both,"{pdf,jpg,png}",10,24,1516,2025-09-29T11:00:28.893598Z
RD-01517,T-442,T-442-DOC-1517,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1517,2025-09-29T11:00:28.893598Z
RD-01518,T-442,T-442-DOC-1518,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1518,2025-09-29T11:00:28.893598Z
RD-01519,T-442,T-442-DOC-1519,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1519,2025-09-29T11:00:28.893598Z
RD-01520,T-442,T-442-DOC-1520,- Estrategia de exposición,True,both,"{pdf,jpg,png}",10,24,1520,2025-09-29T11:00:28.893598Z
RD-01521,T-442,T-442-DOC-1521,Documento 1521,True,both,"{pdf,jpg,png}",10,24,1521,2025-09-29T11:00:28.893598Z
RD-01522,T-442,T-442-DOC-1522,Documento 1522,True,both,"{pdf,jpg,png}",10,24,1522,2025-09-29T11:00:28.893598Z
RD-01523,T-442,T-442-DOC-1523,Documento 1523,True,both,"{pdf,jpg,png}",10,24,1523,2025-09-29T11:00:28.893598Z
RD-01524,T-442,T-442-DOC-1524,Documento 1524,True,both,"{pdf,jpg,png}",10,24,1524,2025-09-29T11:00:28.893598Z
RD-01525,T-442,T-442-DOC-1525,Documento 1525,True,both,"{pdf,jpg,png}",10,24,1525,2025-09-29T11:00:28.893598Z
RD-01526,T-442,T-442-DOC-1526,Documento 1526,True,both,"{pdf,jpg,png}",10,24,1526,2025-09-29T11:00:28.893598Z
RD-01527,T-442,T-442-DOC-1527,Documento 1527,True,both,"{pdf,jpg,png}",10,24,1527,2025-09-29T11:00:28.893598Z
RD-01528,T-442,T-442-DOC-1528,Documento 1528,True,both,"{pdf,jpg,png}",10,24,1528,2025-09-29T11:00:28.893598Z
RD-01529,T-442,T-442-DOC-1529,Documento 1529,True,both,"{pdf,jpg,png}",10,24,1529,2025-09-29T11:00:28.893598Z
RD-01530,T-442,T-442-DOC-1530,Documento 1530,True,both,"{pdf,jpg,png}",10,24,1530,2025-09-29T11:00:28.893598Z
RD-01531,T-443,T-443-DOC-1531,- Archivo de video HD,True,both,"{pdf,jpg,png}",10,24,1531,2025-09-29T11:00:28.893598Z
RD-01532,T-443,T-443-DOC-1532,- Especificaciones técnicas,True,both,"{pdf,jpg,png}",10,24,1532,2025-09-29T11:00:28.893598Z
RD-01533,T-443,T-443-DOC-1533,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,1533,2025-09-29T11:00:28.893598Z
RD-01534,T-443,T-443-DOC-1534,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,1534,2025-09-29T11:00:28.893598Z
RD-01535,T-443,T-443-DOC-1535,- Derechos de reproducción,True,both,"{pdf,jpg,png}",10,24,1535,2025-09-29T11:00:28.893598Z
RD-01536,T-443,T-443-DOC-1536,Documento 1536,True,both,"{pdf,jpg,png}",10,24,1536,2025-09-29T11:00:28.893598Z
RD-01537,T-443,T-443-DOC-1537,Documento 1537,True,both,"{pdf,jpg,png}",10,24,1537,2025-09-29T11:00:28.893598Z
RD-01538,T-443,T-443-DOC-1538,Documento 1538,True,both,"{pdf,jpg,png}",10,24,1538,2025-09-29T11:00:28.893598Z
RD-01539,T-443,T-443-DOC-1539,Documento 1539,True,both,"{pdf,jpg,png}",10,24,1539,2025-09-29T11:00:28.893598Z
RD-01540,T-443,T-443-DOC-1540,Documento 1540,True,both,"{pdf,jpg,png}",10,24,1540,2025-09-29T11:00:28.893598Z
RD-01541,T-443,T-443-DOC-1541,Documento 1541,True,both,"{pdf,jpg,png}",10,24,1541,2025-09-29T11:00:28.893598Z
RD-01542,T-443,T-443-DOC-1542,Documento 1542,True,both,"{pdf,jpg,png}",10,24,1542,2025-09-29T11:00:28.893598Z
RD-01543,T-443,T-443-DOC-1543,Documento 1543,True,both,"{pdf,jpg,png}",10,24,1543,2025-09-29T11:00:28.893598Z
RD-01544,T-443,T-443-DOC-1544,Documento 1544,True,both,"{pdf,jpg,png}",10,24,1544,2025-09-29T11:00:28.893598Z
RD-01545,T-443,T-443-DOC-1545,Documento 1545,True,both,"{pdf,jpg,png}",10,24,1545,2025-09-29T11:00:28.893598Z
RD-01546,T-444,T-444-DOC-1546,- Licencia comercial premium,True,both,"{pdf,jpg,png}",10,24,1546,2025-09-29T11:00:28.893598Z
RD-01547,T-444,T-444-DOC-1547,- Inventario detallado,True,both,"{pdf,jpg,png}",10,24,1547,2025-09-29T11:00:28.893598Z
RD-01548,T-444,T-444-DOC-1548,- Certificación técnica del personal,True,both,"{pdf,jpg,png}",10,24,1548,2025-09-29T11:00:28.893598Z
RD-01549,T-444,T-444-DOC-1549,- Plan de operaciones,True,both,"{pdf,jpg,png}",10,24,1549,2025-09-29T11:00:28.893598Z
RD-01550,T-444,T-444-DOC-1550,- Póliza de seguro profesional,True,both,"{pdf,jpg,png}",10,24,1550,2025-09-29T11:00:28.893598Z
RD-01551,T-444,T-444-DOC-1551,Documento 1551,True,both,"{pdf,jpg,png}",10,24,1551,2025-09-29T11:00:28.893598Z
RD-01552,T-444,T-444-DOC-1552,Documento 1552,True,both,"{pdf,jpg,png}",10,24,1552,2025-09-29T11:00:28.893598Z
RD-01553,T-444,T-444-DOC-1553,Documento 1553,True,both,"{pdf,jpg,png}",10,24,1553,2025-09-29T11:00:28.893598Z
RD-01554,T-444,T-444-DOC-1554,Documento 1554,True,both,"{pdf,jpg,png}",10,24,1554,2025-09-29T11:00:28.893598Z
RD-01555,T-444,T-444-DOC-1555,Documento 1555,True,both,"{pdf,jpg,png}",10,24,1555,2025-09-29T11:00:28.893598Z
RD-01556,T-444,T-444-DOC-1556,Documento 1556,True,both,"{pdf,jpg,png}",10,24,1556,2025-09-29T11:00:28.893598Z
RD-01557,T-444,T-444-DOC-1557,Documento 1557,True,both,"{pdf,jpg,png}",10,24,1557,2025-09-29T11:00:28.893598Z
RD-01558,T-444,T-444-DOC-1558,Documento 1558,True,both,"{pdf,jpg,png}",10,24,1558,2025-09-29T11:00:28.893598Z
RD-01559,T-444,T-444-DOC-1559,Documento 1559,True,both,"{pdf,jpg,png}",10,24,1559,2025-09-29T11:00:28.893598Z
